ordinal,id,location,euro,surface,compartiment,link
33,XA7E0000Q,central,96600,71,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/central/apartament-de-vanzare-3-camere-XA7E0000Q?lista=141495822
34,X4V300019,borhanci,101500,72,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/borhanci/apartament-de-vanzare-3-camere-X4V300019?lista=141495822
35,X7KQ1001T,manastur,98000,70,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X7KQ1001T?lista=141495822
36,X8BO1000T,buna ziua,107000,70,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X8BO1000T?lista=141495822
37,X93B1005N,marasti,92000,80,semidecomandat,http://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X93B1005N?lista=141495822
38,X46K103EA,manastur,108000,70,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X46K103EA?lista=141495822
39,XANP00009,marasti,96708,79,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-XANP00009?lista=141495822
40,X1KA100MQ,marasti,92638,72,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X1KA100MQ?lista=141495822
41,X90R1000R,baciu,90000,85,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/baciu/apartament-de-vanzare-3-camere-X90R1000R?lista=141495822
42,X1KA1001D,dambul rotund,89990,73,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/dambul-rotund/apartament-de-vanzare-3-camere-X1KA1001D?lista=141495822
43,X01V100AO,marasti,93000,80,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X01V100AO?lista=141495822
44,X9E000007,manastur,94000,72,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X9E000007?lista=141495822
45,X4NB100AV,marasti,82340,71,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X4NB100AV?lista=141495822
46,X01V1002L,manastur,87000,70,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X01V1002L?lista=141495822
47,X93B1000V,marasti,99900,87,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X93B1000V?lista=141495822
48,X82S1003L,manastur,99500,70,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X82S1003L?lista=141495822
49,X7F91003I,buna ziua,109900,72,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X7F91003I?lista=141495822
50,X9PN10011,marasti,110000,76,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X9PN10011?lista=141495822
51,X46K100N7,manastur,102000,70,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X46K100N7?lista=141495822
52,X8SC1002G,borhanci,93174,70,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/borhanci/apartament-de-vanzare-3-camere-X8SC1002G?lista=141495822
53,X93B1002S,gheorgheni,95544,74,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X93B1002S?lista=141495822
54,X6710004M,buna ziua,89900,71,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X6710004M?lista=141495822
55,X7P110025,grigorescu,105000,77,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/grigorescu/apartament-de-vanzare-3-camere-X7P110025?lista=141495822
56,X5ET1001P,marasti,108000,70,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X5ET1001P?lista=141495822
57,X5NQ1000M,borhanci,85000,100,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/borhanci/apartament-de-vanzare-3-camere-X5NQ1000M?lista=141495822
58,X9CH1007L,gheorgheni,107000,70,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X9CH1007L?lista=141495822
59,XAR910003,iris,106900,70,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/iris/apartament-de-vanzare-3-camere-XAR910003?lista=141495822
60,X01V1008S,zorilor,110000,85,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-X01V1008S?lista=141495822
61,X6710003S,buna ziua,103000,77,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X6710003S?lista=141495822
62,X4I710002,buna ziua,109000,78,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X4I710002?lista=141495822
63,XARL1000L,grigorescu,97500,75,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/grigorescu/apartament-de-vanzare-3-camere-XARL1000L?lista=141495822
64,X93B1002M,gheorgheni,96237,73,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X93B1002M?lista=141495822
65,X7F91002O,dambul rotund,87800,73,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/dambul-rotund/apartament-de-vanzare-3-camere-X7F91002O?lista=141495822
66,X671000A3,buna ziua,90359,70,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X671000A3?lista=141495822
67,X7KQ100FS,buna ziua,103000,70,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X7KQ100FS?lista=141495822
68,X9E00000D,borhanci,100150,70,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/borhanci/apartament-de-vanzare-3-camere-X9E00000D?lista=141495822
69,X4I710003,marasti,93529,71,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X4I710003?lista=141495822
70,X8QD10009,buna ziua,104000,70,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X8QD10009?lista=141495822
71,X1KA101EA,marasti,85721,75,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X1KA101EA?lista=141495822
72,X46K103CM,gheorgheni,110000,70,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X46K103CM?lista=141495822
73,X46K100CD,marasti,106000,70,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X46K100CD?lista=141495822
74,X7F91006E,buna ziua,109900,72,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X7F91006E?lista=141495822
75,X1KA100E2,grigorescu,82900,80,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/grigorescu/apartament-de-vanzare-3-camere-X1KA100E2?lista=141495822
76,X6710006H,buna ziua,99800,82,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X6710006H?lista=141495822
77,X8MD10059,gheorgheni,110000,70,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X8MD10059?lista=141495822
78,X5ET10028,buna ziua,109000,78,decomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X5ET10028?lista=141495822
79,X4I71009J,buna ziua,95900,76,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X4I71009J?lista=141495822
80,X8MD1003F,buna ziua,96500,71,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X8MD1003F?lista=141495822
81,X93B1002D,buna ziua,106500,84,semidecomandat,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X93B1002D?lista=141495822
